molecule_chembl_id,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id,assay_type,assay_description,document_chembl_id,readout,smiles,pActivity
CHEMBL377649,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,8.100015437450608
CHEMBL377852,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL865352,B,Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells,CHEMBL1138923,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,8.100015437450608
CHEMBL213221,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.457,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccccc1,8.18996921359416
CHEMBL378197,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2570.4,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,O=C(O)c1nn(Cc2cc(Br)ccc2OCc2ccccc2)cc1C(F)(F)F,5.589999287456538
CHEMBL214639,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,676.08,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,O=C(O)c1nn(Cc2cc(Br)ccc2OCc2ccccc2)cc1CO,6.17000191130262
CHEMBL215690,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,457.09,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,O=C(O)c1nn(Cc2cc(Br)ccc2OCc2ccccc2)cc1Br,6.339998279897117
CHEMBL380297,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,426.58,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cn(Cc2cc(Br)ccc2OCc2ccccc2)nc1C(=O)O,6.369999510099088
CHEMBL213669,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,123.03,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,O=C(O)c1nn(Cc2cc(Br)ccc2OCc2ccccc2)cc1F,6.909988975992853
CHEMBL213412,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,9.772,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,O=C(O)c1ccn(Cc2cc(Br)ccc2OCc2ccccc2)n1,8.010016541698601
CHEMBL214971,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.1318,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(Cl)cc1Cl,9.880084589742008
CHEMBL378533,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5248.07,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.280000380871156
CHEMBL386532,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1230.27,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(C(C)(C)C)cc1,5.90999956608739
CHEMBL215687,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,575.44,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(Cl)c(C(F)(F)F)c1,6.2399999527072705
CHEMBL425076,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,309.03,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1cccc(C(F)(F)F)c1,6.509999358109048
CHEMBL212667,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cccc(COc2ccc(Br)cc2Cn2nc(C(=O)O)cc2C)c1,6.900008766455316
CHEMBL215667,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,114.82,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1cccc(Cl)c1,6.9399824574684
CHEMBL387454,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,17.78,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1cccc(Br)c1,7.750068243365805
CHEMBL215573,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,14.79,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1c(F)cccc1F,7.830031826003108
CHEMBL215956,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,35.48,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(C(F)(F)F)cc1,7.450016388840311
CHEMBL402880,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.162,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccccc1Cl,8.500038134403809
CHEMBL215453,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.413,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(F)cc1,8.130005999878257
CHEMBL215400,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,8.71,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(Cl)cc1,8.059981844992336
CHEMBL214967,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.5248,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(F)cc1F,9.280006173632396
CHEMBL385620,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,354.81,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,Cc1cc(C(=O)O)nn1Cc1cc(F)ccc1OCc1ccc(Cl)cc1Cl,6.450004148469349
CHEMBL362543,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.548,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,O=C(O)c1cccc(-c2sccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,8.45001638884031
CHEMBL214900,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,194.98,nM,CHEMBL864259,B,Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells,CHEMBL1149349,IC50,O=C(O)c1cc(-c2cccs2)n(Cc2cc(Br)ccc2OCc2ccccc2)n1,6.710009933945681
CHEMBL426913,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.995,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1c(N)cc(-n2c(C)ccc2-c2cc(Cl)ccc2OCc2ccccc2)cc1C(=O)O,8.700057099977233
CHEMBL388294,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.162,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1c(N)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccccc2)cc1C(=O)O,8.500038134403809
CHEMBL228592,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1c(N)cc(-n2c(C)ccc2-c2cc(C(F)(F)F)ccc2OCc2ccccc2)cc1C(=O)O,8.400007822415901
CHEMBL228593,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.7943,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1c(N)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2)cc1C(=O)O,9.100015437450608
CHEMBL228644,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1c(N)cc(-n2c(C)ccc2-c2cc(C(F)(F)F)ccc2OCc2ccc(F)cc2)cc1C(=O)O,8.400007822415901
CHEMBL388510,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(OCc2ccc(F)cc2)c(-c2ccc(C)n2-c2cc(N)c(C)c(C(=O)O)c2)c1,7.79997073344623
CHEMBL228695,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cc(C(=O)O)c2ccccc2c1,8.199970640755865
CHEMBL390081,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cc(C(=O)O)c2ccccc2c1,7.899974269892137
CHEMBL228746,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1cc(C(=O)O)c2ccccc2c1,8.299988937677888
CHEMBL414978,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)c2ccccc2c1,8.599980364934842
CHEMBL269514,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(OCc2ccc(F)cc2)c(-c2ccc(C)n2-c2cc(C(=O)O)c3ccccc3c2)c1,7.100015437450609
CHEMBL397226,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(F)ccc2OCc2ccc(F)cc2)n1-c1cc(C(=O)O)c2ccccc2c1,7.599980364934842
CHEMBL208791,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1,8.199970640755865
CHEMBL387969,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.3981,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,CC(=O)Nc1ccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)cc1C(=O)O,9.400007822415901
CHEMBL387878,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.631,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1ccc(OC(F)F)c(C(=O)O)c1,9.199970640755865
CHEMBL228638,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.995,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1ccc(OC(F)F)c(C(=O)O)c1,8.700057099977233
CHEMBL374824,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1ccc(OC(F)F)c(C(=O)O)c1,8.299988937677888
CHEMBL228586,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.3981,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,COc1ccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)cc1C(=O)O,9.400007822415901
CHEMBL395488,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.995,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1ccc(O)c(C(=O)O)c1,8.700057099977233
CHEMBL395248,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.259,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)cc1C(=O)O,8.899974269892137
CHEMBL397655,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-n2c(C)ccc2-c2cc(Cl)ccc2OCc2ccc(F)cc2F)cc1C(=O)O,8.599980364934842
CHEMBL231184,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-n2c(C)ccc2-c2cc(Cl)ccc2OCc2ccc(F)cc2)cc1C(=O)O,8.299988937677888
CHEMBL230875,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1ccc(Cl)c(C(=O)O)c1,8.599980364934842
CHEMBL230874,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(F)ccc2OCc2ccc(F)cc2)n1-c1ccc(F)c(C(=O)O)c1,7.899974269892137
CHEMBL230873,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(OCc2ccc(F)cc2)c(-c2ccc(C)n2-c2ccc(F)c(C(=O)O)c2)c1,7.79997073344623
CHEMBL388478,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(C(F)(F)F)ccc2OCc2ccc(F)cc2)n1-c1ccc(F)c(C(=O)O)c1,8.100015437450608
CHEMBL230766,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.995,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(C(F)(F)F)ccc2OCc2ccccc2)n1-c1ccc(F)c(C(=O)O)c1,8.700057099977233
CHEMBL230765,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.259,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1ccc(F)c(C(=O)O)c1,8.899974269892137
CHEMBL228963,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.259,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cc(C(=O)O)c2cc[nH]c2c1,8.899974269892137
CHEMBL208791,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL906324,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHOK1 cell membrane,CHEMBL1144577,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1,8.199970640755865
CHEMBL208791,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1,8.199970640755865
CHEMBL234728,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,COC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,8.299988937677888
CHEMBL388038,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(C(F)(F)F)ccc2OCc2ccc(F)cc2)n1-c1cc(C(=O)O)cc(N2CCCS2(=O)=O)c1,8.100015437450608
CHEMBL390660,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cc(C(=O)O)cc(N2CCCS2(=O)=O)c1,8.299988937677888
CHEMBL428367,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.259,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)cc(N2CCCCC2=O)c1,8.899974269892137
CHEMBL234946,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.995,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)cc(N2CCCC2=O)c1,8.700057099977233
CHEMBL390238,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.259,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)N(C)c1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)c1,8.899974269892137
CHEMBL234945,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.585,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2)n1-c1cc(NS(C)(=O)=O)cc(C(=O)O)c1,8.79997073344623
CHEMBL234727,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.259,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(C(F)(F)F)ccc2OCc2ccccc2)c1,8.899974269892137
CHEMBL390038,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.585,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(I)ccc2OCc2ccc(F)cc2F)c1,8.79997073344623
CHEMBL427844,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.3981,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)c1,9.400007822415901
CHEMBL430360,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.7943,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2)c1,9.100015437450608
CHEMBL234519,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.259,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccccc2)c1,8.899974269892137
CHEMBL390190,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Cl)ccc2OCc2ccc(F)cc2)c1,8.599980364934842
CHEMBL234518,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.995,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,8.700057099977233
CHEMBL234303,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CC(=O)Nc1cc(C(=O)O)cc(-n2c(C)ccc2-c2cc(F)ccc2OCc2ccc(F)cc2)c1,8.400007822415901
CHEMBL390189,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,0.5012,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cc(N)cc(C(=O)O)c1,9.299988937677888
CHEMBL234302,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.162,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cc(N)cc(C(=O)O)c1,8.500038134403809
CHEMBL234301,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cc(N)cc(C(=O)O)c1,8.400007822415901
CHEMBL388243,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)cc(C(F)(F)F)c1,7.899974269892137
CHEMBL429259,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)cc(C(F)(F)F)c1,8.0
CHEMBL388242,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2F)n1-c1cc(Br)cc(C(=O)O)c1,8.299988937677888
CHEMBL234722,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cc(Br)cc(C(=O)O)c1,8.299988937677888
